,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5488,8212,12272738,JE116543,01/18/2021 06:32:00 PM,016XX N CENTRAL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2531,25,29.0,25,04A,1138791.0,1910249.0,2021,01/25/2021 03:48:31 PM,41.909845362,-87.765578192,"(41.909845362, -87.765578192)"
5218,7781,12271723,JE115292,01/17/2021 07:31:00 AM,090XX S BRANDON AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,424,4,10.0,46,08B,1198894.0,1845666.0,2021,01/24/2021 03:47:22 PM,41.731323408,-87.546959468,"(41.731323408, -87.546959468)"
9012,13235,12279961,JE125103,01/27/2021 08:25:00 PM,113XX S LOOMIS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2234,22,34.0,75,14,1169036.0,1829297.0,2021,02/03/2021 03:58:22 PM,41.687100835,-87.65681098799999,"(41.687100835, -87.656810988)"
1075,1581,12260455,JE102081,01/01/2021 04:00:00 PM,105XX S EDBROOKE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,512,5,9.0,49,06,1179134.0,1835071.0,2021,01/16/2021 03:49:23 PM,41.702721948,-87.619668625,"(41.702721948, -87.619668625)"
23247,33797,12317041,JE169510,03/13/2021 03:45:00 AM,022XX N CLYBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1811,18,2.0,7,14,1166130.0,1914896.0,2021,03/20/2021 04:52:03 PM,41.922056521,-87.665012818,"(41.922056521, -87.665012818)"
9518,13915,12283070,JE128958,01/29/2021 12:00:00 PM,011XX W 71ST ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,733,7,6.0,68,11,1169763.0,1857715.0,2021,02/05/2021 03:47:46 PM,41.765068284,-87.65332771,"(41.765068284, -87.65332771)"
17272,25032,12304738,JE156154,02/05/2021 03:37:00 PM,076XX S COLFAX AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,421,4,7.0,43,04A,1194851.0,1854779.0,2021,03/03/2021 03:44:52 PM,41.756430631,-87.561470724,"(41.756430631, -87.561470724)"
9846,14370,12281981,JE127420,01/30/2021 08:30:00 AM,049XX N KENMORE AVE,0460,BATTERY,SIMPLE,APARTMENT,True,False,2024,20,48.0,3,08B,1168355.0,1933247.0,2021,02/06/2021 03:52:06 PM,41.972364558,-87.656304974,"(41.972364558, -87.656304974)"
19020,27546,12304653,JE156228,03/01/2021 12:00:00 PM,060XX S MASON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,812,8,13.0,64,11,1137766.0,1863919.0,2021,03/08/2021 03:55:51 PM,41.782727492,-87.770459192,"(41.782727492, -87.770459192)"
21638,31425,12311337,JE163444,03/08/2021 06:00:00 PM,014XX W MELROSE ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1922,19,44.0,6,06,1166083.0,1921676.0,2021,03/15/2021 04:48:08 PM,41.940662214,-87.66499131799999,"(41.940662214, -87.664991318)"
1790,2670,12265925,JE108651,01/09/2021 11:30:00 AM,062XX N BROADWAY,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,2433,24,48.0,77,14,1167167.0,1941625.0,2021,01/16/2021 03:52:53 PM,41.995379692,-87.66043140299999,"(41.995379692, -87.660431403)"
4487,6731,12269881,JE113108,01/15/2021 12:30:00 AM,051XX S KEATING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,815,8,14.0,56,14,1145562.0,1870153.0,2021,01/22/2021 03:48:10 PM,41.799690998,-87.74171891600001,"(41.799690998, -87.741718916)"
29171,42434,12332160,JE181841,03/27/2021 11:10:00 PM,053XX W WARNER AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,True,1624,16,38.0,15,08B,1140056.0,1927076.0,2021,04/06/2021 05:00:41 PM,41.955997315,-87.760518034,"(41.955997315, -87.760518034)"
26541,38562,12323093,JE178477,03/22/2021 01:00:00 PM,080XX S MERRILL AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,414,4,8.0,46,11,1191926.0,1852062.0,2021,03/29/2021 04:53:03 PM,41.749046469,-87.572278148,"(41.749046469, -87.572278148)"
20317,29443,12306594,JE158614,03/04/2021 03:00:00 AM,063XX N CLARK ST,0560,ASSAULT,SIMPLE,STREET,False,False,2433,24,40.0,77,08A,1164427.0,1942440.0,2021,03/11/2021 03:47:23 PM,41.997674713,-87.670487254,"(41.997674713, -87.670487254)"
31459,45794,12337016,JE195435,04/05/2021 04:00:00 PM,014XX S MICHIGAN AVE,0810,THEFT,OVER $500,ALLEY,False,False,132,1,3.0,33,06,1177450.0,1893648.0,2021,04/13/2021 05:20:07 PM,41.863501348,-87.624065674,"(41.863501348, -87.624065674)"
33570,48901,12340870,JE200161,04/12/2021 08:00:00 AM,015XX N HAMLIN AVE,0560,ASSAULT,SIMPLE,STREET,False,True,2535,25,26.0,23,08A,1150758.0,1909923.0,2021,04/19/2021 05:20:48 PM,41.908725007,-87.721624513,"(41.908725007, -87.721624513)"
7475,11082,12277617,JE121865,01/23/2021 08:00:00 PM,051XX S MOZART ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,923,9,14.0,63,14,1158243.0,1870481.0,2021,01/30/2021 03:51:02 PM,41.800342158,-87.69520489,"(41.800342158, -87.69520489)"
1697,2524,12266827,JE109745,01/08/2021 05:00:00 PM,046XX S SPRINGFIELD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,821,8,14.0,57,11,1151141.0,1873549.0,2021,01/16/2021 03:49:23 PM,41.808902924,-87.721170247,"(41.808902924, -87.721170247)"
10089,14714,12282453,JE128080,01/30/2021 11:50:00 PM,065XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,312,3,20.0,69,06,1180046.0,1861701.0,2021,02/06/2021 03:52:06 PM,41.775777017,-87.615515787,"(41.775777017, -87.615515787)"
22108,32119,12311305,JE164222,03/09/2021 07:43:00 PM,036XX N BERNARD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1732,17,35.0,16,11,1152744.0,1923936.0,2021,03/16/2021 04:52:52 PM,41.947138736,-87.713957004,"(41.947138736, -87.713957004)"
13174,19144,12291086,JE138147,02/10/2021 04:00:00 PM,076XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,624,6,8.0,69,08B,1182886.0,1854560.0,2021,02/19/2021 03:45:56 PM,41.756115887,-87.605326291,"(41.756115887, -87.605326291)"
14371,20868,12293291,JE141995,02/15/2021 02:49:00 AM,022XX N PARKSIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2515,25,36.0,19,08B,1138353.0,1914254.0,2021,02/22/2021 03:49:17 PM,41.920843486,-87.767090109,"(41.920843486, -87.767090109)"
5753,8625,12273616,JE117558,01/19/2021 09:20:00 PM,052XX W CONGRESS PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1522,15,29.0,25,08B,1141620.0,1897182.0,2021,01/26/2021 03:51:22 PM,41.873936087,-87.75550873899999,"(41.873936087, -87.755508739)"
17169,24874,12300422,JE151212,02/24/2021 05:52:00 PM,008XX W 31ST ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,913,9,11.0,60,08A,1171374.0,1884321.0,2021,03/03/2021 03:47:36 PM,41.838042874,-87.64664385200001,"(41.838042874, -87.646643852)"
5260,7852,12271453,JE115081,01/17/2021 12:47:00 AM,002XX E 116TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,532,5,9.0,53,08B,1179803.0,1827737.0,2021,01/24/2021 03:47:22 PM,41.682581179,-87.617442127,"(41.682581179, -87.617442127)"
16514,23942,12303597,JE149905,02/23/2021 12:45:00 PM,076XX S COLFAX AVE,0460,BATTERY,SIMPLE,STREET,False,False,421,4,7.0,43,08B,1194851.0,1854779.0,2021,03/02/2021 03:50:05 PM,41.756430631,-87.561470724,"(41.756430631, -87.561470724)"
15255,22156,12295789,JE145322,02/18/2021 07:09:00 PM,014XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,1423,14,1.0,24,08B,1157471.0,1909355.0,2021,02/25/2021 03:51:59 PM,41.90703235,-87.69697954700001,"(41.90703235, -87.696979547)"
6684,9950,12275056,JE119339,01/21/2021 03:48:00 PM,055XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1633,16,38.0,15,06,1138754.0,1926048.0,2021,01/28/2021 03:49:05 PM,41.953200167,-87.765329611,"(41.953200167, -87.765329611)"
31855,46358,12335831,JE192415,04/07/2021 02:15:00 PM,036XX S MARSHFIELD AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,STREET,False,False,912,9,12.0,59,04B,1165942.0,1880693.0,2021,04/14/2021 05:57:55 PM,41.82820471,-87.66667967299999,"(41.82820471, -87.666679673)"
12145,17633,12287989,JE135186,02/07/2021 02:42:00 PM,046XX W NORTH AVE,0810,THEFT,OVER $500,DEPARTMENT STORE,False,False,2533,25,37.0,25,06,1145011.0,1910225.0,2021,02/14/2021 03:47:33 PM,41.909664252,-87.742728815,"(41.909664252, -87.742728815)"
18102,26198,12303893,JE155115,02/26/2021 12:24:00 PM,054XX S INGLESIDE AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,233,2,5.0,41,06,1183451.0,1869666.0,2021,03/05/2021 03:49:32 PM,41.797555002,-87.602785419,"(41.797555002, -87.602785419)"
30237,43962,12330378,JE187317,04/02/2021 02:29:00 PM,028XX W CERMAK RD,0460,BATTERY,SIMPLE,STREET,True,False,1033,10,12.0,30,08B,1157699.0,1889261.0,2021,04/09/2021 05:06:35 PM,41.851887836,-87.696689555,"(41.851887836, -87.696689555)"
2013,3017,12260154,JE101444,01/02/2021 03:15:00 PM,133XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,False,False,533,5,9.0,54,08B,1179546.0,1816634.0,2021,01/16/2021 03:49:23 PM,41.652118695,-87.618719916,"(41.652118695, -87.618719916)"
29241,42539,12327881,JE184258,03/30/2021 12:45:00 PM,057XX S MARSHFIELD AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,715,7,16.0,67,11,1166322.0,1866656.0,2021,04/06/2021 05:03:58 PM,41.789677494,-87.665685575,"(41.789677494, -87.665685575)"
5962,8921,12273256,JE117086,01/19/2021 12:15:00 PM,021XX S FAIRFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1023,10,12.0,30,06,1158364.0,1889551.0,2021,01/26/2021 03:51:22 PM,41.852670072,-87.69424090000001,"(41.852670072, -87.6942409)"
32836,47850,12340729,JE199949,02/21/2021 06:00:00 PM,022XX W HARRISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,False,False,1225,12,28.0,28,11,1161653.0,1897333.0,2021,04/17/2021 05:23:14 PM,41.873956822,-87.681952527,"(41.873956822, -87.681952527)"
6629,9871,12277200,JE119952,01/21/2021 03:00:00 PM,088XX S EUCLID AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,412,4,8.0,48,11,1190720.0,1846723.0,2021,01/28/2021 03:49:05 PM,41.734424946,-87.57686929399999,"(41.734424946, -87.576869294)"
28473,41418,12327331,JE182671,03/28/2021 09:30:00 PM,005XX W 103RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2232,22,34.0,49,08B,1174678.0,1836596.0,2021,04/04/2021 05:01:16 PM,41.707006943,-87.635940086,"(41.707006943, -87.635940086)"
33460,48745,12339080,JE198087,04/12/2021 03:00:00 PM,090XX S ELIZABETH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,2222,22,21.0,73,11,1169581.0,1844763.0,2021,04/19/2021 05:20:48 PM,41.729530177,-87.65436939,"(41.729530177, -87.65436939)"
8908,13100,12279977,JE125063,01/27/2021 05:00:00 PM,067XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,725,7,16.0,67,08B,1165842.0,1859970.0,2021,02/03/2021 03:58:22 PM,41.77134047,-87.66763538299999,"(41.77134047, -87.667635383)"
642,943,12263193,JE105470,01/06/2021 08:35:00 PM,002XX W GARFIELD BLVD,0820,THEFT,$500 AND UNDER,CTA TRAIN,True,False,935,9,3.0,37,06,1175647.0,1868500.0,2021,01/16/2021 03:49:23 PM,41.794533814,-87.631438536,"(41.794533814, -87.631438536)"
15393,22342,12296470,JE146296,02/19/2021 05:59:00 PM,075XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,411,4,8.0,43,08B,1188124.0,1855127.0,2021,02/26/2021 03:47:53 PM,41.757548551,-87.58611236600001,"(41.757548551, -87.586112366)"
242,340,12260406,JE102225,01/02/2021 08:00:00 AM,022XX W WASHINGTON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1223,12,27.0,28,11,1161484.0,1900646.0,2021,01/16/2021 03:49:23 PM,41.883051507,-87.682480773,"(41.883051507, -87.682480773)"
12001,17450,12288403,JE135677,02/07/2021 12:00:00 PM,042XX N KEDZIE AVE,0810,THEFT,OVER $500,STREET,False,False,1724,17,33.0,16,06,1154291.0,1928083.0,2021,02/14/2021 03:47:33 PM,41.958487566,-87.708159431,"(41.958487566, -87.708159431)"
21812,31691,12313865,JE166556,02/24/2021 05:02:00 PM,026XX W FITCH AVE,0810,THEFT,OVER $500,APARTMENT,False,False,2411,24,50.0,2,06,1157545.0,1947337.0,2021,03/16/2021 04:50:22 PM,42.011255651,-87.695669459,"(42.011255651, -87.695669459)"
29076,42311,12327895,JE184110,03/30/2021 11:45:00 AM,019XX S HOMAN AVE,0810,THEFT,OVER $500,APARTMENT,False,True,1024,10,24.0,29,06,1154006.0,1890317.0,2021,04/06/2021 05:03:58 PM,41.854859956,-87.710215788,"(41.854859956, -87.710215788)"
32036,46625,12336058,JE194454,04/08/2021 08:00:00 PM,034XX W BEACH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1422,14,26.0,23,14,1153080.0,1909424.0,2021,04/15/2021 05:38:17 PM,41.907309948000005,-87.713107799,"(41.907309948, -87.713107799)"
26736,38838,12322639,JE177895,03/23/2021 09:45:00 PM,017XX N MANGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2531,25,29.0,25,14,1137809.0,1910806.0,2021,03/30/2021 04:51:43 PM,41.911391616,-87.769172251,"(41.911391616, -87.769172251)"
4529,6793,12270594,JE114029,01/15/2021 07:30:00 PM,061XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,825,8,16.0,66,14,1160090.0,1863949.0,2021,01/22/2021 03:48:10 PM,41.782379646,-87.688610976,"(41.782379646, -87.688610976)"
17410,25231,12301526,JE152478,02/25/2021 10:00:00 PM,027XX W 59TH ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,824,8,16.0,66,08B,1158941.0,1865413.0,2021,03/04/2021 03:52:04 PM,41.786420631,-87.69278357700001,"(41.786420631, -87.692783577)"
19740,28583,12306001,JE157689,03/03/2021 09:50:00 AM,083XX S STONY ISLAND AVE,0810,THEFT,OVER $500,STREET,False,False,412,4,8.0,45,06,1188260.0,1849805.0,2021,03/10/2021 03:48:52 PM,41.74294124,-87.58578341200001,"(41.74294124, -87.585783412)"
34182,49818,12340023,JE199084,04/14/2021 07:30:00 AM,027XX N PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1931,19,32.0,7,14,1164527.0,1918395.0,2021,04/21/2021 04:52:37 PM,41.931692117,-87.67080334399999,"(41.931692117, -87.670803344)"
31610,46000,12335490,JE193118,04/06/2021 03:43:00 PM,001XX N WACKER DR,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,122,1,42.0,32,06,,,2021,04/13/2021 05:27:07 PM,,,
4498,6746,12270441,JE113729,01/15/2021 03:30:00 PM,018XX E 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,324,3,7.0,43,08B,1189704.0,1858234.0,2021,01/22/2021 03:48:10 PM,41.766036618,-87.58022228,"(41.766036618, -87.58022228)"
21064,30549,12308412,JE160749,03/06/2021 10:20:00 AM,110XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,513,5,9.0,49,06,1178803.0,1831679.0,2021,03/13/2021 03:51:08 PM,41.693421344,-87.620983384,"(41.693421344, -87.620983384)"
25285,36744,12319195,JE173748,03/19/2021 07:10:00 PM,037XX W SHAKESPEARE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2525,25,35.0,22,14,1151031.0,1914028.0,2021,03/26/2021 05:00:56 PM,41.919984158000005,-87.720513886,"(41.919984158, -87.720513886)"
19105,27678,12304984,JE156613,03/01/2021 07:00:00 PM,026XX N MANGO AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2514,25,30.0,19,06,1137603.0,1916882.0,2021,03/08/2021 03:55:51 PM,41.928068568,-87.769782355,"(41.928068568, -87.769782355)"
19844,28723,12310080,JE162727,01/21/2021 12:01:00 AM,050XX W WASHINGTON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1532,15,28.0,25,11,1142697.0,1900032.0,2021,03/10/2021 03:46:08 PM,41.88173688,-87.751483513,"(41.88173688, -87.751483513)"
10796,15677,12283831,JE129841,02/02/2021 01:30:00 AM,071XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,734,7,17.0,67,14,1166911.0,1857552.0,2021,02/09/2021 03:47:29 PM,41.764682386,-87.66378579200001,"(41.764682386, -87.663785792)"
5608,8420,12272359,JE116099,01/18/2021 09:30:00 AM,059XX S BISHOP ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,713,7,16.0,67,08A,1167682.0,1865324.0,2021,01/25/2021 03:48:31 PM,41.785993235,-87.66073706899999,"(41.785993235, -87.660737069)"
5460,8162,12274618,JE118697,01/18/2021 12:00:00 PM,008XX S CICERO AVE,0820,THEFT,$500 AND UNDER,CAR WASH,False,False,1533,15,29.0,25,06,1144525.0,1895699.0,2021,01/25/2021 03:48:31 PM,41.869812391,-87.744880147,"(41.869812391, -87.744880147)"
111,150,12264707,JE107195,01/08/2021 04:02:00 PM,133XX S RIVERDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,533,5,9.0,54,14,1182341.0,1816871.0,2021,01/16/2021 03:49:23 PM,41.652705024,-87.608486139,"(41.652705024, -87.608486139)"
552,806,12261058,JE102971,01/01/2021 10:00:00 AM,025XX N LONG AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,DRIVEWAY - RESIDENTIAL,False,False,2515,25,30.0,19,04A,1139959.0,1916184.0,2021,01/16/2021 03:49:23 PM,41.926110363,-87.76114191200001,"(41.926110363, -87.761141912)"
22060,32057,12312015,JE164913,03/09/2021 08:40:00 PM,054XX N EAST RIVER RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1614,16,41.0,76,14,1116632.0,1934851.0,2021,03/16/2021 04:52:52 PM,41.977730236,-87.846469859,"(41.977730236, -87.846469859)"
30648,44595,12331866,JE189263,04/04/2021 11:30:00 AM,006XX E 31ST DR,0810,THEFT,OVER $500,PARK PROPERTY,False,False,211,2,4.0,35,06,1181477.0,1884585.0,2021,04/11/2021 05:07:26 PM,41.838539684,-87.60956346100001,"(41.838539684, -87.609563461)"
28119,40895,12325288,JE181022,03/27/2021 04:00:00 AM,086XX S LAFLIN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,614,6,21.0,71,14,1167841.0,1847481.0,2021,04/03/2021 05:04:00 PM,41.737026255,-87.660665675,"(41.737026255, -87.660665675)"
3808,5748,12268911,JE111872,01/13/2021 01:30:00 PM,079XX S WESTERN AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,835,8,18.0,70,04B,1161754.0,1852117.0,2021,01/20/2021 03:53:42 PM,41.749876545,-87.682838316,"(41.749876545, -87.682838316)"
27616,40153,12325063,JE180532,03/26/2021 04:20:00 PM,080XX S BENNETT AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,False,True,414,4,8.0,46,04B,1190264.0,1852013.0,2021,04/02/2021 05:04:22 PM,41.748952187,-87.57836982299999,"(41.748952187, -87.578369823)"
25452,36984,12319488,JE174127,03/19/2021 06:00:00 PM,049XX S LA CROSSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,814,8,22.0,56,14,1144858.0,1871523.0,2021,03/26/2021 05:00:56 PM,41.803463762,-87.74426628399999,"(41.803463762, -87.744266284)"
4547,6817,12270589,JE114049,01/15/2021 10:13:00 PM,047XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,GAS STATION,False,False,224,2,3.0,38,08A,1177953.0,1873730.0,2021,01/22/2021 03:48:10 PM,41.808833439,-87.622824022,"(41.808833439, -87.622824022)"
10173,14831,12282656,JE128333,01/31/2021 11:15:00 AM,020XX W PRATT BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,False,False,2411,24,50.0,2,04A,1161670.0,1945160.0,2021,02/07/2021 03:46:17 PM,42.005196588,-87.680552946,"(42.005196588, -87.680552946)"
3138,4741,12266622,JE109405,01/11/2021 08:25:00 AM,050XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1533,15,28.0,25,08B,1142711.0,1900032.0,2021,01/18/2021 04:01:40 PM,41.88173662,-87.751432105,"(41.88173662, -87.751432105)"
27143,39436,12324133,JE179643,03/24/2021 06:00:00 PM,039XX W 69TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,833,8,13.0,65,14,1151249.0,1858222.0,2021,03/31/2021 04:59:47 PM,41.76684118,-87.721174382,"(41.76684118, -87.721174382)"
13846,20124,12292575,JE141101,02/13/2021 07:50:00 PM,040XX W 26TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,False,False,1031,10,22.0,30,14,1149725.0,1886413.0,2021,02/20/2021 03:50:23 PM,41.844231064,-87.726030383,"(41.844231064, -87.726030383)"
4918,7343,12270706,JE114150,01/16/2021 01:45:00 AM,016XX E 55TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,234,2,5.0,41,08B,1187898.0,1868845.0,2021,01/23/2021 03:54:52 PM,41.795197252,-87.58650401,"(41.795197252, -87.58650401)"
2921,4406,12266253,JE109077,01/10/2021 02:30:00 PM,059XX W MIDWAY PARK,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1512,15,29.0,25,08B,1136621.0,1902626.0,2021,01/17/2021 03:49:56 PM,41.888966033,-87.773732667,"(41.888966033, -87.773732667)"
18263,26425,12302470,JE153625,02/27/2021 01:55:00 AM,057XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1513,15,29.0,25,08B,1138058.0,1899436.0,2021,03/06/2021 03:50:24 PM,41.880186421,-87.76853246299999,"(41.880186421, -87.768532463)"
5685,8533,12272493,JE116193,01/18/2021 11:15:00 AM,035XX W FIFTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,True,True,1133,11,28.0,27,08B,1152861.0,1898049.0,2021,01/25/2021 03:48:31 PM,41.876100157,-87.714213791,"(41.876100157, -87.714213791)"
21311,30919,12309334,JE161711,03/07/2021 10:35:00 AM,039XX W 85TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,834,8,18.0,70,08A,1151682.0,1847915.0,2021,03/14/2021 04:50:05 PM,41.73854856,-87.71985662899999,"(41.73854856, -87.719856629)"
14768,21437,12294826,JE144206,02/17/2021 05:00:00 PM,064XX N RIDGE BLVD,0820,THEFT,$500 AND UNDER,NURSING / RETIREMENT HOME,False,False,2412,24,50.0,2,06,1162579.0,1942878.0,2021,02/24/2021 03:49:12 PM,41.998915651,-87.67727301,"(41.998915651, -87.67727301)"
17460,25299,12305524,JE156807,02/01/2021 03:40:00 PM,029XX N DAMEN AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1931,19,32.0,5,06,1162498.0,1919743.0,2021,03/04/2021 03:49:38 PM,41.935433892,-87.678221729,"(41.935433892, -87.678221729)"
32985,48071,12336874,JE195339,04/10/2021 12:20:00 PM,002XX E ONTARIO ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,HOTEL / MOTEL,False,True,1834,18,42.0,8,04B,1178002.0,1904540.0,2021,04/17/2021 05:31:27 PM,41.893377059,-87.621707822,"(41.893377059, -87.621707822)"
708,1026,12261119,JE103132,01/04/2021 02:56:00 PM,0000X S DEARBORN ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,112,1,42.0,32,11,1175945.0,1900260.0,2021,01/16/2021 03:49:23 PM,41.881679072,-87.629391306,"(41.881679072, -87.629391306)"
15124,21974,12299519,JE150144,02/13/2021 03:47:00 PM,014XX N WASHTENAW AVE,0810,THEFT,OVER $500,APARTMENT,False,False,1423,14,1.0,24,06,1158151.0,1909510.0,2021,02/25/2021 03:49:23 PM,41.907443813,-87.69447737200001,"(41.907443813, -87.694477372)"
23045,33501,12313220,JE166451,03/12/2021 12:15:00 AM,042XX W CARROLL AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,1114,11,28.0,26,04B,1148092.0,1901961.0,2021,03/19/2021 04:51:13 PM,41.886928192,-87.73162334,"(41.886928192, -87.73162334)"
19268,27927,12307569,JE159709,03/02/2021 06:30:00 PM,006XX E 38TH ST,0810,THEFT,OVER $500,RESIDENCE,False,False,212,2,4.0,36,06,1181102.0,1879915.0,2021,03/09/2021 03:54:03 PM,41.825733538,-87.611083583,"(41.825733538, -87.611083583)"
4391,6598,12269763,JE113004,01/14/2021 09:09:00 PM,036XX S WALLACE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,915,9,11.0,60,14,1172895.0,1880746.0,2021,01/21/2021 03:51:43 PM,41.828199257,-87.64116832799999,"(41.828199257, -87.641168328)"
